 
Results Sensor2
08/14/2024 13:49:46
Time[s];Pressure[psi]
0.1;0.46
0.2;0.57
0.3;0.74
0.4;0.46
0.5;0.63
0.6;0.63
0.7;0.52
0.8;0.57
0.9;0.34
1.0;0.46
1.1;0.57
1.2;0.46
1.3;0.57
1.4;0.52
1.5;0.46
1.6;0.52
1.7;0.57
1.8;0.63
1.9;0.46
2.0;0.57
2.1;0.46
2.2;0.40
2.3;0.34
2.4;0.63
2.5;0.34
2.6;0.63
2.7;0.69
2.8;0.52
2.9;0.52
3.0;0.57
3.1;0.52
3.2;0.57
3.3;0.57
3.4;0.52
3.5;0.57
3.6;0.46
3.7;0.46
3.8;0.46
3.9;0.52
4.0;0.52
4.1;0.40
4.2;0.57
4.3;0.52
4.4;0.52
4.5;0.46
4.6;0.57
4.7;0.46
4.8;0.52
4.9;0.46
5.0;0.57
5.1;0.57
5.2;0.40
5.3;0.52
5.4;0.52
5.5;0.52
5.6;0.57
5.7;0.52
5.8;0.57
5.9;0.74
6.0;0.63
6.1;0.80
6.2;0.63
6.3;0.69
6.4;0.80
6.5;0.86
6.6;0.80
6.7;1.09
6.8;0.69
6.9;0.97
7.0;0.86
7.1;0.86
7.2;0.92
7.3;0.92
7.4;0.97
7.5;0.97
7.6;0.92
7.7;0.86
7.8;1.14
7.9;0.92
8.0;1.14
8.1;1.09
8.2;1.14
8.3;1.09
8.4;1.03
8.5;1.09
8.6;1.03
8.7;1.14
8.8;1.14
8.9;1.32
9.0;1.20
9.1;1.43
9.2;1.26
9.3;1.09
9.4;1.20
9.5;1.14
9.6;1.20
9.7;1.09
9.8;1.20
9.9;1.14
10.0;1.32
10.1;1.26
10.2;1.14
10.3;1.20
10.4;1.20
10.5;1.09
10.6;1.26
10.7;1.20
10.8;1.14
10.9;1.14
11.0;1.20
11.1;1.26
11.2;1.43
11.3;1.14
11.4;1.09
11.5;1.09
11.6;1.20
11.7;1.03
11.8;1.26
11.9;1.09
12.0;1.20
12.1;1.14
12.2;1.14
12.3;1.26
12.4;1.26
12.5;1.26
12.6;1.14
12.7;1.09
12.8;1.14
12.9;1.26
13.0;1.26
13.1;1.43
13.2;1.14
13.3;1.26
13.4;1.14
13.5;1.09
13.6;1.09
13.7;1.20
13.8;1.26
13.9;1.20
14.0;0.57
14.1;0.46
14.2;0.46
14.3;0.63
14.4;0.29
14.5;0.52
14.6;0.52
14.7;0.52
14.8;0.46
14.9;0.52
No Limits selected
